name,price_eur,price_fcfa,short_description,description,category,sub_category,sub_sub_category,tags,url_product,list_image_product_url
Tunique africaine « Monico » en bazin,70.0 €,45917 FCFA,"Notre tunique africaine Monico, en bazin teint à la main, a un style boubou très large, à cintrer si vous le voulez avec une ceinture. Cette tunique à taille unique convient à toutes les femmes, minces, rondes et même aux femmes enceintes.","La ceinture est vendue séparément.
Le bazin est un tissu en coton damassé uni à l’origine. Teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Lavage à 30°
Chaque pièce est unique et plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Tops / Chemises,bazin | coton | mode africaine femme | tunique africaine | vêtement africain,https://www.africouleur.com/shop/mode-africaine/femme/tops-chemises/tunique-africaine-monico-en-bazin/,https://www.africouleur.com/wp-content/uploads/2015/02/MG_5796-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/02/MG_5784-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/02/MG_5790-510x765.jpg
Bomber africain femme en wax,89.0 €,58380 FCFA,"Blouson africain femme , de type « Bomber » en tissu africain wax , moderne et léger, avec un zip et deux poches latérales.
Existe en 2 versions : courte femme ou longue unisexe.
Lors de votre achat, laissez en commentaire votre couleur préférée.",Le wax est un tissu en coton imprimé inspiré des batiks Javanais. Les dessins sont souvent humoristiques ou populaires.,Mode,Femme,Manteaux/Vestes,blouson africain | coton imprimé | tissu imprimé africain | unisexe,https://www.africouleur.com/shop/mode-africaine/femme/manteaux-vestes/bombers-africain-femme-katiopa-en-wax/,https://www.africouleur.com/wp-content/uploads/2026/01/c6da0c1e-25e4-4aed-b0e6-265d74d79c6a-510x646.jpg | https://www.africouleur.com/wp-content/uploads/2024/11/InShot_20241114_120007338-510x510.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Bombers-en-wax-bleu-géométrique-2-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Bombers-en-wax-bleu-géométrique-1-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Collier-cauris-bague-ébène-et-os-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Bombers-en-wax-bleu-géométrique-3-510x765.jpg
Veste « Sonate » en tissu africain bazin,95.0 €,62316 FCFA,"Veste en bazin avec un petit col châle , elle est doublée de tissu bazin assorti. En ville ou à une réception, elle sera toujours au top.
Vous pouvez nous laisser un message pour choisir votre couleur préférée parmi nos tissus teintés bazins ou calicots .","Choisissez votre couleur favorite et nous ferrons tout pour trouver un bazin qui vous corresponde.
Chaque pièce peux se porter avec d’autres vêtements de votre garde robe.
Le bazin est un tissu africain en coton damassé de couleur unie. Il est teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité. Chaque pièce est unique. Lavage à 30°. Plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Femme,Manteaux/Vestes,tenue de cérémonie | tenue de ville | veste en coton,https://www.africouleur.com/shop/mode-africaine/femme/manteaux-vestes/veste-sonate-en-tissu-africain-bazin/,https://www.africouleur.com/wp-content/uploads/2019/11/Veste-en-bazin-510x510.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Veste-et-jupe-en-bazin-2-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Veste-et-jupe-en-bazin-1-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Tenue-Africouleur-5-510x720.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Tenue-Africouleur-4-510x510.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Bijoux-dAfrique-3-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Bijoux-dAfrique-2-510x765.jpg
Manteau africain long « Africachaud »,270.0 €,177108 FCFA,"Manteau long et chaud pour femme avec une capuche modifiable, en bazin africain teint à la main, doublé de polaire ou de fausse fourrure.","Choisissez votre taille et votre couleur favorite et nous ferrons tout pour trouver un bazin qui vous corresponde.
Lavage à 30°.
Les créations de vêtements africains chauds de Africouleur permettent de combattre avec élégance et efficacité les frimas hivernaux.
Nos manteaux, courts ou longs, avec ou sans capuche, nos écharpes et nos chapeaux, sont en basin chic damassé et multicolore, doublé de fibre polaire recyclée, pour assurer un confort douillet.
Des vêtements près du corps existent aussi en tissus polaire et lycra mélangés, rehaussés de touches de couleurs chatoyantes.
Avec cette ligne de vêtements hivernaux chauds et colorés, Africouleur permet d’échapper aux vêtements sombres et austères traditionnels en cette saison sous nos latitudes.
Si vous faîtes une grande taille ou si vous avez une préférence de couleurs ou de motifs, merci de nous contacter ou de passer à notre boutique Africouleur à Paris.",Mode,Femme,Manteaux/Vestes,bazin | manteau africain | manteau africain femme | mode africaine femme | vêtement africain,https://www.africouleur.com/shop/mode-africaine/femme/manteaux-vestes/manteau-africain-long-africachaud/,https://www.africouleur.com/wp-content/uploads/2015/05/MG_9335-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9329-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9342-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9345-510x765.jpg
Blouson africain court « Africachaud »,180.0 €,118072 FCFA,"Blouson court pour femme avec une capuche modifiable, en bazin africain teint à la main, doublé de polaire ou de fausse fourrure.","Choisissez votre taille et votre couleur favorite et nous ferrons tout pour trouver un bazin qui vous corresponde.
Lavage à 30°.
Le bazin est un tissu en coton damassé de couleur unie.. Teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Si vous faîtes une grande taille ou si vous avez une préférence de couleurs ou de motifs, merci de nous contacter ou de passer à notre boutique Africouleur à Paris.",Mode,Femme,Manteaux/Vestes,bazin | blouson africain | mode africaine | veste africaine | vêtement africain,https://www.africouleur.com/shop/mode-africaine/femme/manteaux-vestes/blouson-africain-court-africachaud/,https://www.africouleur.com/wp-content/uploads/2015/05/MG_9528-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9519-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9528-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9521-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9543-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9539-510x765.jpg
Veste africaine femme « Africachaud »,180.0 €,118072 FCFA,"Veste chaude pour femme avec une capuche, en tissu africain teinté à la main, doublé de polaire. La capuche a un zip pour l’ouvrir. Vous avez deux façons de porter ce blouson, car une fois la capuche ouverte vous obtiendrez un grand col style marin. Très chaud et très léger grâce à sa doublure polaire, il vous suivra partout en ville ou à la campagne.","Choisissez votre taille et votre couleur favorite et nous ferrons tout pour trouver un bazin qui vous corresponde.
Lavage à 30°.
Le bazin est un tissu en coton damassé de couleur unie.. Teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Si vous faîtes une grande taille ou si vous avez une préférence de couleurs ou de motifs, merci de nous contacter ou de passer à notre boutique Africouleur à Paris.",Mode,Femme,Manteaux/Vestes,africaine | bazin | femme | mode | veste africaine | vêtement,https://www.africouleur.com/shop/mode-africaine/femme/manteaux-vestes/veste-africaine-femme-africachaud/,https://www.africouleur.com/wp-content/uploads/2015/05/MG_9804-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9812-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/05/MG_9820-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/04/MG_91531-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/04/MG_9152-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/11/Veste-Africouleur-510x510.jpg
Pantalon en tissu africain teint à la main « Yoggi »,89.0 €,58380 FCFA,"Voici un pantalon très confortable, vous pourrez le porter en ville pour remplacer votre jogging, en tenue d’intérieur ou même pour faire votre yoga.
Pour un très bon confort, prévoir large.Deux poches de chaque coté et une ceinture pour l’ajuster.
Existe en plusieurs tailles.","Merci de préciser vos couleurs préférées et nous ferrons tout notre possible pour votre plaisir.
Le calicot est un tissu en coton uni à l’origine, teint à la main en Afrique de l’Ouest avec un procédé traditionnel et artisanal de qualité, par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Lavage à 30°
Chaque pièce est unique.",Mode,Homme,Pantalons,pantalon africain | pantalon confort | pantalon coton | pantalon unisexe,https://www.africouleur.com/shop/mode-africaine/homme/pantalons/pantalon-en-tissu-africain-teint-a-la-main-yoggi/,https://www.africouleur.com/wp-content/uploads/2022/03/MG_4811-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4660-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4647-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4811-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2023/12/IMG_20231207_140138-510x636.jpg | https://www.africouleur.com/wp-content/uploads/2023/12/IMG_20231207_140239-510x518.jpg | https://www.africouleur.com/wp-content/uploads/2023/12/IMG_20231207_140313-510x386.jpg
Pantalon africain « Indigo-kola »,55.0 €,36078 FCFA,"Un joli pantalon africain pour homme en coton teint à la main avec de l’indigo et du kola, un élastique à la taille et deux poches sur le côté.","Teint au Sénégal traditionnellement avec des colorants organiques.
Contactez-nous afin de connaître les couleurs de saison et venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Pantalons,pantalon coton | pantalon unisexe,https://www.africouleur.com/shop/mode-africaine/homme/pantalons/pantalon-africain-indigo-kola/,https://www.africouleur.com/wp-content/uploads/2019/09/Pantalon-africain-homme-en-calicot-teinté-et-collier-en-cuir-tressé-et-Ankh-en-bronze-10-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Haut-et-bas-de-boubou-africain-homme-portés-séparément-03-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Pantalon-africain-homme-en-calicot-teinté-et-collier-en-cuir-tressé-et-Ankh-en-bronze-17-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Pantalon-africain-homme-en-calicot-teinté-et-collier-en-cuir-tressé-et-Ankh-en-bronze-13-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Pantalon-africain-homme-en-calicot-teinté-et-collier-en-cuir-tressé-et-Ankh-en-bronze-09-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Haut-et-bas-de-boubou-africain-homme-portés-séparément-04-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Pantalon-africain-homme-en-calicot-teinté-et-collier-en-cuir-tressé-et-Ankh-en-bronze-11-510x765.jpg
Pantalon africain homme simple en wax,65.0 €,42637 FCFA,"Un joli pantalon africain pour homme très léger en coton imprimé wax , avec un élastique à la taille et deux poches sur le côté.","Le wax est un pagne africain en coton imprimé inspiré des batiks Javanais. Les dessins sont souvent humoristiques ou populaires.
Contactez-nous afin de connaître les couleurs de saison et venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Pantalons,coton | mode africaine homme | pantalon africain | wax,https://www.africouleur.com/shop/mode-africaine/homme/pantalons/pantalon-africain-homme-simple-en-wax/,https://www.africouleur.com/wp-content/uploads/2015/11/MG_3720-510x765.jpg
Pantalon africain homme en wax,60.0 €,39357 FCFA,"Pantalon africain pour homme en coton imprimé wax , avec une fermeture éclair et un bouton pour le fermer, des poches de chaque coté et un élastique au dos.","Le wax est un pagne africain en coton imprimé inspiré des batiks Javanais. Les dessins sont souvent humoristiques ou populaires.
Contactez-nous afin de connaître les couleurs de saison et venez visiter notre boutique au 108 rue st maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Pantalons,coton | mode africaine homme | pagne africain | pantalon africain | pantalon homme | unisexe,https://www.africouleur.com/shop/mode-africaine/homme/pantalons/pantalon-africain-homme-en-wax/,https://www.africouleur.com/wp-content/uploads/2015/07/MG_2370-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2372-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2366-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2372_GP-510x765.jpg
Pantalon africain homme en bazin,75.0 €,49197 FCFA,"Pantalon africain homme en tissu bazin damassé et teinté à la main avec un élastique à la taille, 2 poches sur le côté et une poche derrière.","Le bazin est un tissu africain en coton damassé de couleur unie. Il est teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.
Chaque pièce est unique.
Lavage à 30°. Plus on le lave, plus il devient doux.",Mode,Homme,Pantalons,bazin | mode africaine homme | pantalon africain | unisexe,https://www.africouleur.com/shop/mode-africaine/homme/pantalons/pantalon-africain-homme-en-bazin/,https://www.africouleur.com/wp-content/uploads/2015/07/MG_2385-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/09/MG_27086-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2392-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2393-510x765.jpg
Tee shirt batik “Yaho”,50.0 €,32798 FCFA,"Teintés artisanalement à la cire, ce petit tee shirt est inépuisable.
L’entretien est très simple, puisqu’ils sont lavables en machine à 30° (Laver séparément la première fois).","Nos  batiks africains  sont teints à la main par nos partenaires batikiés  au Togo. Ils utilisent une technique de réserve à la cire.
Venez visiter notre boutique au 108 rue Saint-Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises,mode africaine | mode homme | tee shirt africain | teint à la main,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/tee-shirt-batik-yaho/,https://www.africouleur.com/wp-content/uploads/2022/04/IMG_20220401_102237-510x546.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4811-510x765.jpg
Kimono en tissu africain « Yoggy »,90.0 €,59036 FCFA,"Le Kimono est une tenue traditionnelle japonaise. Vous pourrez porter notre Kimono en tenue d’intérieure, ou si vous aimez le style, en ville avec un jean et un tee-shirt.
Chez Africouleur vous pouvez choisir vos tissus africain pour avoir une pièce unique, et vous pouvez nous laisser un message pour choisir votre couleur préférée parmi nos tissus teintés bazins ou calicots .","Choisissez votre couleur favorite et nous ferrons tout pour trouver le tissu qui vous correspond.
Nos tissus sont teints à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité. Chaque pièce est unique. Lavage à 30°. Plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises | Tops / Chemises,coton | coton imprimé | kimono africain | teint à la main | unisexe | vêtement,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/kimono-en-tissu-africain-yoggy/,https://www.africouleur.com/wp-content/uploads/2022/03/MG_4787-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4800-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2022/03/MG_4780-510x791.jpg | https://www.africouleur.com/wp-content/uploads/2022/11/IMG_20221117_171749-510x642.jpg
Tee shirt batik « Angélina »,48.0 €,31486 FCFA,"Teintés artisanalement à la cire, ce petit tee shirt est inépuisable.
L’entretien est très simple, puisqu’ils sont lavables en machine à 30° (Laver séparément la première fois).","Nos  batiks africains  sont teints à la main par nos partenaires batikiés  au Togo. Ils utilisent une technique de réserve à la cire.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises,batik africain | tee shirt africain | tee shirt batik,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/tee-shirt-batik-angelina/,https://www.africouleur.com/wp-content/uploads/2018/10/Tee-shirt-angelina-prune-02-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/10/Tee-shirt-angelina-prune-01-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/10/Tee-shirt-angelina-prune-08-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2018/10/Tee-shirt-angelina-prune-06-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/10/Tee-shirt-angelina-prune-05-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2018/10/Tee-shirt-angelina-prune-07-510x765.jpg
Chemise africaine homme en bazin brodé blanc « Légende »,120.0 €,78715 FCFA,"Notre élégante chemise « Légende » en bazin noir damassé est brodée de façon traditionnelle au col et aux manches, avec un zip a l’encolure qui vous permet de l’enfiler facilement. A vous de l’accompagner avec un pantalon de votre garde robe ou de notre collection homme.","Choisissez votre taille et votre couleur favorite et nous ferrons tout pour trouver un bazin qui vous corresponde.
Le bazin est un tissu en coton damassé de couleur unie. Il est teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité. Chaque pièce est unique.
Lavage à 30°. Plus on le lave, plus il devient doux.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises,chemise en coton,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-africaine-homme-en-bazin-brode-blanc-legende/,https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-22-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-18-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-15-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-19-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-16-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-et-bracelets-en-perles-de-verre-04-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-31-510x340.jpg
Boubou « Indigo-kola » tunique en tissu africain,55.0 €,36078 FCFA,"Notre haut de boubou , en coton teint à la main avec de l’indigo et du kola, est un vêtement traditionnel africain très ample, aussi bien porté par les hommes que par les femmes.",Teint au Sénégal traditionnellement avec des colorants organiques.,Mode,Homme,Tops/Chemises,chemise unisexe,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/boubou-indigo-kola-tunique-en-tissu-africain/,https://www.africouleur.com/wp-content/uploads/2019/09/Haut-de-boubou-africain-homme-en-calicot-teinté-porté-avec-un-collier-et-des-bracelets-en-perles-02-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Haut-de-boubou-africain-homme-en-calicot-teinté-porté-avec-un-collier-et-des-bracelets-en-perles-03-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Haut-de-boubou-africain-homme-en-calicot-teinté-porté-avec-un-collier-et-des-bracelets-en-perles-06-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Haut-de-boubou-africain-homme-en-calicot-teinté-porté-avec-un-collier-et-des-bracelets-en-perles-01-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Haut-et-bas-de-boubou-africain-homme-portés-séparément-02-510x765.jpg
Chemise africaine homme en bazin brodé or « Légende »,120.0 €,78715 FCFA,"Notre élégante chemise « Légende » en bazin noir damassé est brodée de façon traditionnelle au col et aux manches, avec un zip a l’encolure qui vous permet de l’enfiler facilement. A vous de l’accompagner avec un pantalon de votre garde robe ou de notre collection homme.","Le bazin est un tissu africain en coton damassé uni à l’origine.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises,chemise brodée | chemise ethnique,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-africaine-homme-en-bazin-brode-or/,https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-33-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-08-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-06-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-07-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-et-bracelets-en-perles-de-verre-06-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-et-bracelets-en-perles-de-verre-02-510x340.jpg | https://www.africouleur.com/wp-content/uploads/2019/09/Chemise-africaine-homme-en-bazin-brodé-14-510x765.jpg
Chemise africaine traditionnelle « Dashiki »,38.0 €,24926 FCFA,La chemise boubou unisexe Dashiki est un vêtement traditionnel très coloré et très populaire en Afrique.,"Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises,boubou | chemise africaine | chemise dashiki | mode africaine homme | unisexe,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-africaine-traditionnelle-dashiki/,https://www.africouleur.com/wp-content/uploads/2018/02/Boubou-dashiki-4-510x610.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Boubou-dashiki-510x598.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Boubou-dashiki-3-510x339.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Boubou-dashiki-7-510x287.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Boubou-dashiki-6-510x287.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Boubou-dashiki-5-510x287.jpg | https://www.africouleur.com/wp-content/uploads/2018/02/Boubou-dashiki-1-510x325.jpg
Chemise ou blouson en tissu africain,95.0 €,62316 FCFA,"Chemise ou blouson en tissu africain teint à la main, alliant artisanat traditionnel et style moderne.
Chaque pièce est unique, aux nuances authentiques et vibrantes.","Venez visiter notre boutique au 108 rue Saint-Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises | Homme,blouson | chemise | chemise africaine | tissu africain,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-ou-blouson-en-tissu-africain/,https://www.africouleur.com/wp-content/uploads/2015/07/MG_2673-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2658-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2665-510x765.jpg
Chemise homme en bazin brodé “Malik”,95.0 €,62316 FCFA,"Notre élégante chemise “Malik” en bazin damassé est brodée de façon traditionnelle au col, des manches longues et un scratche à l’encolure qui vous permet de l’enfiler facilement. A vous de l’accompagner avec un pantalon de votre garde robe ou de notre collection homme.","Le bazin est un tissu africain en coton damassé uni à l’origine.
Venez visiter notre boutique au 108 rue st Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises | Homme | Mode,boubou | chemise | chemise africaine | chemise brodée,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-homme-africaine-en-bazin-brodee/,https://www.africouleur.com/wp-content/uploads/2015/09/MG_27086-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/09/MG_26956-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/11/chemis-maz31-510x529.jpg
Chemise africaine homme en tissu africain : Koffi,80.0 €,52477 FCFA,"Chemise homme en tissu bazin à manches longue, un petit col et une poche sur le côté.",Le bazin est un tissu en coton damassé de couleur unie.. Teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité par nos partenaires teinturiers et Férouz la coloriste et styliste d’Africouleur.,Mode,Homme,Tops/Chemises | Homme | Mode,basin teinté | chemise africaine | chemise manche longue | homme,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-africaine-homme-en-tissu-africain-koffi/,https://www.africouleur.com/wp-content/uploads/2015/09/MG_27556-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/09/MG_27656-510x765.jpg
Chemise Africaine homme en bazin,75.0 €,49197 FCFA,"Chemise homme à manches courtes, un petit col et une poche sur le côté .",Le bazin est un tissu en coton damassé de couleur unie. Il est teint à la main en Afrique de l’Ouest par un procédé traditionnel et artisanal de qualité. Chaque pièce est unique.,Mode,Homme,Tops/Chemises | Homme | Mode,bazin | chemise africaine | homme,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-africaine-en-bazin/,https://www.africouleur.com/wp-content/uploads/2015/09/MG_27316-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/09/MG_27286-510x765.jpg
Chemise Africaine homme en wax,75.0 €,49197 FCFA,"Chemise homme à manches longue, un petit col, une poche sur le côté et un boutonnage devant.
Lavage à 30°
Merci de préciser votre couleur préférée et nous ferrons tout pour trouver de très beaux wax. Vous pouvez aussi passer dans notre boutique au 108 rue st maur Paris 11.",Le wax est un tissu en coton imprimé inspiré des batiks Javanais. Les dessins sont souvent humoristiques ou populaires.,Mode,Homme,Tops/Chemises | Homme | Mode,chemise africaine | coton | homme | tissu | unisexe | vêtement | wax,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/c/,https://www.africouleur.com/wp-content/uploads/2015/07/MG_2487-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2492-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2495-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2560-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2568-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2574-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/09/CHEMISE-WAX1-510x680.jpg
Chemise Homme batik Ghana,85.0 €,55756 FCFA,"Chemise homme avec des manches longues et un col, teintée artisanalement. Des tampons sculptés à la main sont utilisés pour les motifs.","Venez visiter notre boutique au 108 rue Saint-Maur Paris 11ème pour découvrir, toucher et vous imprégner d’un large choix de nos créations.",Mode,Homme,Tops/Chemises | Homme | Mode,africain | batik | chemise | ghana | homme,https://www.africouleur.com/shop/mode-africaine/homme/tops-chemises-hommes/chemise-homme-batik-ghana/,https://www.africouleur.com/wp-content/uploads/2015/07/MG_2597-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2619-510x765.jpg | https://www.africouleur.com/wp-content/uploads/2015/07/MG_2601-510x765.jpg
